name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-317,NO,1,0,0,0,0,0,0
GENE-318,NO,1,0,0,0,0,0,0
GENE-319,NO,1,147,99,117,116,91,114
GENE-320,NO,1,16,6,23,34,10,12
GENE-321,NO,1,0,0,0,0,0,0
GENE-322,NO,1,0,0,0,0,0,0
GENE-323,NO,1,375,503,474,433,434,420
GENE-324,YES,1,0,0,0,0,0,0
GENE-325,NO,1,0,0,0,0,0,0
GENE-326,NO,1,0,0,0,0,0,0
GENE-327,NO,1,0,0,0,0,0,0
GENE-328,NO,1,0,0,0,0,0,0
GENE-329,NO,1,0,0,0,0,0,0
GENE-330,NO,1,0,0,1,1,0,2
GENE-331,NO,1,0,0,0,0,0,0
GENE-332,NO,1,0,0,0,0,0,0
GENE-334,NO,1,0,0,0,0,0,0
GENE-335,NO,1,0,0,0,0,0,0
GENE-336,NO,1,0,0,0,0,0,0
GENE-337,NO,1,0,2,0,0,1,0
GENE-338,NO,1,28,24,28,30,27,22
GENE-339,NO,1,0,0,0,0,0,0
GENE-340,NO,1,0,0,0,0,0,0
GENE-341,NO,1,0,0,0,0,0,0
GENE-342,NO,1,0,0,0,0,0,0
GENE-343,NO,1,0,0,0,0,0,0
GENE-344,NO,1,0,0,0,0,0,0
GENE-345,NO,1,0,0,0,0,0,0
GENE-346,NO,1,0,0,0,0,0,0
GENE-347,NO,1,0,0,0,0,0,0
GENE-348,NO,1,0,0,0,0,0,0
GENE-349,NO,1,25,34,39,36,38,30
GENE-350,NO,1,78,71,90,62,74,63
GENE-351,NO,1,1,0,1,2,4,0
GENE-352,NO,1,3,5,0,8,4,4
GENE-353,NO,1,0,0,0,0,0,0
GENE-354,NO,1,14,27,21,23,19,26
GENE-355,NO,1,7,26,13,13,10,14
GENE-356,NO,1,0,0,0,0,0,0
GENE-357,NO,1,0,0,0,0,0,0
GENE-358,NO,1,0,0,0,0,0,0
GENE-359,NO,1,0,0,0,0,0,0
GENE-360,NO,1,0,0,0,0,0,0
GENE-361,NO,1,0,0,0,0,0,0
GENE-362,NO,1,0,0,0,0,0,0
GENE-363,NO,1,0,0,0,0,0,0
GENE-364,NO,1,0,0,0,0,0,0
GENE-365,NO,1,0,0,0,0,0,0
GENE-366,NO,1,0,0,0,0,0,0
GENE-367,NO,1,0,0,0,0,0,0
GENE-368,NO,1,249,291,269,285,245,300
GENE-369,NO,1,0,0,0,0,0,0
GENE-370,NO,1,0,0,0,0,0,0
GENE-371,NO,1,0,0,0,0,0,0
GENE-372,NO,1,0,0,0,0,0,0
GENE-373,NO,1,0,0,0,0,0,0
GENE-374,NO,1,0,0,0,0,0,0
GENE-375,NO,1,1303,661,685,1480,444,723
GENE-376,NO,1,0,0,0,0,0,0
GENE-377,NO,1,0,0,0,0,0,0
GENE-378,NO,1,0,0,0,0,1,0
GENE-379,NO,1,2,2,2,3,2,0
GENE-380,NO,1,0,0,0,0,0,0
GENE-381,NO,1,523,465,531,551,533,497
GENE-382,NO,1,8,3,3,3,5,6
GENE-383,NO,1,0,0,0,0,0,0
GENE-384,NO,1,0,0,0,0,0,0
GENE-385,NO,1,0,0,0,0,0,0
GENE-386,NO,1,122,71,70,61,98,52
GENE-387,NO,1,0,0,0,0,0,0
GENE-388,NO,1,0,0,0,0,0,0
GENE-389,NO,1,13,17,14,13,15,15
GENE-390,NO,1,5,8,3,4,1,2
GENE-391,NO,1,0,0,0,0,0,0
GENE-392,NO,1,446,316,841,740,390,597
GENE-393,NO,1,52,45,55,53,52,69
GENE-394,NO,1,0,0,0,0,0,0
GENE-395,NO,1,0,0,0,0,0,0
GENE-396,NO,1,21,20,33,8,22,19
GENE-397,NO,1,3,6,3,3,2,4
GENE-398,NO,1,0,0,0,0,0,0
GENE-399,NO,1,0,0,0,0,0,0
GENE-400,NO,1,0,0,0,0,0,0
GENE-401,YES,1,0,0,0,0,0,0
GENE-402,NO,1,0,0,0,0,0,0
GENE-403,NO,1,0,0,0,0,0,0
GENE-404,NO,1,0,0,0,0,0,0
GENE-405,NO,1,0,0,0,0,0,0
GENE-406,NO,1,0,0,0,0,0,0
GENE-407,NO,1,0,0,0,0,0,0
GENE-408,NO,1,0,0,0,0,0,0
GENE-409,NO,1,657,827,713,848,664,657
GENE-410,NO,1,24,16,22,17,28,15
GENE-411,NO,1,0,0,0,0,0,0
GENE-412,NO,1,0,0,0,0,0,0
GENE-413,NO,1,0,0,0,0,0,0
GENE-414,NO,1,0,0,0,0,0,0
GENE-415,NO,1,0,0,0,0,0,0
GENE-416,NO,1,99,102,132,188,41,106
GENE-417,NO,1,0,0,0,0,0,0
GENE-418,NO,1,0,0,0,0,0,0
GENE-419,NO,1,0,0,0,0,0,0
GENE-420,NO,1,0,0,0,0,0,0
GENE-421,NO,1,0,0,0,0,0,0
GENE-422,NO,1,1135,1005,1035,793,1068,1009
GENE-423,NO,1,0,0,0,0,0,0
GENE-424,NO,1,0,0,0,0,0,0
GENE-425,NO,1,0,0,0,0,0,0
GENE-426,NO,1,0,0,0,0,0,0
GENE-427,NO,1,47,51,44,46,48,64
GENE-428,NO,1,0,0,0,0,0,0
GENE-429,NO,1,10,24,9,17,7,11
GENE-430,NO,1,48,42,26,20,31,32
GENE-431,NO,1,0,0,0,0,0,0
GENE-432,NO,1,0,0,0,0,0,0
GENE-433,NO,1,0,0,0,0,0,0
GENE-434,NO,1,1,0,0,0,0,0
GENE-435,NO,1,0,2,1,2,0,1
GENE-436,NO,1,0,0,0,0,0,0
GENE-437,NO,1,0,0,0,0,0,0
GENE-438,NO,1,0,0,0,0,0,0
GENE-439,YES,1,0,0,0,0,0,0
GENE-440,NO,1,293,252,244,238,280,272
GENE-441,NO,1,0,0,0,0,0,0
GENE-442,NO,1,0,0,0,0,0,0
GENE-443,NO,1,0,0,0,0,0,0
GENE-444,NO,1,0,0,0,0,0,0
GENE-445,NO,1,1,2,0,0,0,1
GENE-446,NO,1,0,0,0,0,0,0
GENE-447,NO,1,0,0,0,0,0,0
GENE-448,NO,1,13,21,18,11,22,12
GENE-449,NO,1,0,1,0,1,0,0
GENE-450,NO,1,571,118,14,1,194,26
GENE-451,NO,1,0,0,0,0,0,0
GENE-452,NO,1,532,565,588,603,590,495
GENE-453,NO,1,0,0,0,0,0,0
GENE-454,NO,1,9775,7738,7967,8532,8376,9635
GENE-455,NO,1,0,0,0,0,0,0
GENE-456,NO,1,0,0,0,0,0,0
GENE-457,NO,1,0,0,0,0,0,0
GENE-458,NO,1,0,0,0,0,0,0
GENE-459,NO,1,694,1132,606,744,557,508
GENE-460,NO,1,39,33,24,24,29,37
GENE-461,NO,1,3,0,1,0,0,0
GENE-462,YES,1,0,0,0,0,0,0
GENE-463,NO,1,0,0,0,0,0,0
GENE-464,NO,1,0,0,0,0,0,0
GENE-465,NO,1,0,0,0,0,0,0
GENE-466,NO,1,257,335,289,233,252,283
GENE-467,NO,1,0,0,0,0,0,0
GENE-468,NO,1,67,72,94,61,87,55
GENE-469,NO,1,1300,1236,1030,1042,1339,1566
GENE-470,NO,1,0,0,0,0,0,0
GENE-471,NO,1,1440,871,456,86,970,1040
GENE-472,NO,1,818,697,498,714,926,704
GENE-473,NO,1,2,3,1,1,2,1
GENE-474,NO,1,0,0,0,0,0,0
GENE-475,NO,1,0,0,0,0,0,0
GENE-476,NO,1,0,0,0,0,0,0
GENE-477,NO,1,0,0,0,0,0,0
GENE-478,NO,1,0,0,0,0,0,0
GENE-479,NO,1,0,0,0,1,2,2
GENE-480,NO,1,0,0,0,0,0,0
GENE-481,NO,1,0,0,0,0,0,0
GENE-482,NO,1,0,0,0,0,0,0
GENE-483,NO,1,0,0,0,0,0,0
GENE-484,NO,1,10,7,7,9,11,10
GENE-485,NO,1,0,0,0,0,0,0
GENE-486,NO,1,1475,1176,1764,1109,1234,1144
GENE-487,NO,1,0,0,0,0,0,0
GENE-488,NO,1,11,4,6,5,5,5
GENE-489,NO,1,0,0,0,0,0,0
GENE-490,NO,1,0,0,0,0,0,0
GENE-491,NO,1,3,38,9,30,19,19
GENE-492,NO,1,0,0,0,0,0,0
GENE-493,NO,1,49,34,83,37,46,54
GENE-494,NO,1,0,0,0,0,0,0
GENE-495,NO,1,0,8,1,0,0,1
GENE-496,NO,1,1233,787,1091,1188,1295,1100
GENE-497,NO,1,0,0,1,0,1,0
GENE-498,NO,1,0,0,0,0,0,0
GENE-499,NO,1,0,0,0,0,0,0
GENE-500,NO,1,0,0,0,0,0,0
GENE-501,NO,1,0,0,0,0,0,0
GENE-502,NO,1,0,0,0,0,0,0
GENE-503,NO,1,0,0,0,0,0,0
GENE-504,NO,1,82,53,87,60,46,52
GENE-505,NO,1,0,0,0,0,0,0
GENE-506,NO,1,0,0,0,0,0,0
GENE-507,NO,1,0,0,0,0,0,0
GENE-508,NO,1,0,0,0,0,0,0
GENE-509,NO,1,20,27,34,37,29,22
GENE-510,NO,1,0,0,0,0,0,0
GENE-511,NO,1,0,7,1025,1763,0,0
GENE-512,NO,1,96,73,64,65,95,65
GENE-513,NO,1,198,166,202,185,199,178
GENE-514,NO,1,0,0,0,0,0,0
GENE-515,NO,1,0,0,0,0,0,0
GENE-516,NO,1,0,0,0,0,0,0
GENE-517,NO,1,1,4,8,4,8,7
GENE-518,NO,1,3,1,0,0,0,0
GENE-519,NO,1,1312,893,1191,972,1033,1233
GENE-520,NO,1,0,0,0,0,0,0
GENE-521,YES,1,0,0,0,0,0,0
GENE-522,NO,1,0,0,0,0,0,0
GENE-523,NO,1,0,0,0,0,0,0
GENE-524,NO,1,0,0,0,0,0,0
GENE-525,NO,1,0,0,0,0,0,0
GENE-526,NO,1,441,515,494,433,578,571
GENE-527,NO,1,194,212,178,146,127,148
GENE-528,NO,1,45,66,78,70,87,54
GENE-529,NO,1,11,12,13,9,3,3
GENE-530,NO,1,29,38,25,29,32,26
GENE-531,NO,1,0,0,0,0,0,0
GENE-532,YES,1,0,0,0,0,0,0
GENE-533,NO,1,0,0,0,0,0,0
GENE-534,NO,1,0,0,0,0,0,0
GENE-535,NO,1,0,0,0,0,0,0
GENE-536,NO,1,29,28,32,34,29,61
GENE-537,NO,1,0,0,0,0,0,0
GENE-538,NO,1,619,675,408,381,636,435
GENE-539,YES,1,0,0,0,0,0,0
GENE-540,NO,1,0,0,0,0,0,0
GENE-541,NO,1,0,0,0,0,0,0
GENE-542,NO,1,0,0,0,0,0,0
GENE-543,NO,1,2,0,0,0,1,1
GENE-544,NO,1,0,0,0,0,0,0
GENE-545,NO,1,1,0,1,0,0,0
GENE-546,NO,1,0,0,0,0,0,0
GENE-547,YES,1,0,0,0,0,0,0
GENE-548,NO,1,0,0,0,0,0,0
GENE-549,NO,1,0,0,0,0,0,0
GENE-550,NO,1,0,0,0,0,0,0
GENE-551,NO,1,24,16,35,30,12,14
GENE-552,NO,1,0,0,0,0,0,0
GENE-553,NO,1,0,0,0,0,0,0
GENE-554,NO,1,0,0,0,0,0,0
GENE-555,NO,1,0,0,0,0,0,0
GENE-556,NO,1,24,42,60,48,12,37
GENE-557,NO,1,0,0,0,0,0,0
GENE-558,NO,1,0,0,0,0,0,0
GENE-559,NO,1,0,0,0,0,0,0
GENE-560,YES,1,0,0,0,0,0,0
GENE-561,NO,1,0,0,0,0,0,0
GENE-562,NO,1,0,0,0,0,0,0
GENE-563,NO,1,0,0,0,0,0,0
GENE-564,NO,1,11,5,10,9,11,3
GENE-565,NO,1,0,0,0,0,0,0
GENE-566,YES,1,0,0,0,0,0,0
GENE-567,NO,1,3,0,2,0,3,0
GENE-568,NO,1,2624,3321,2679,1551,2393,2297
GENE-569,NO,1,0,0,0,0,0,0
GENE-570,NO,1,0,0,0,0,0,0
GENE-571,NO,1,0,0,0,0,1,0
GENE-572,NO,1,20,72,45,46,55,29
GENE-573,NO,1,0,0,0,0,0,0
GENE-574,NO,1,0,0,0,0,0,0
GENE-575,NO,1,0,0,0,0,0,0
GENE-576,NO,1,0,0,0,0,0,0
GENE-577,NO,1,0,0,0,0,0,0
GENE-578,NO,1,0,0,0,0,0,0
GENE-579,NO,1,0,0,0,0,0,0
GENE-580,NO,1,51,55,48,53,54,56
GENE-581,NO,1,83,108,113,66,109,111
GENE-582,NO,1,69,77,58,47,72,63
GENE-583,NO,1,38,50,58,54,35,57
GENE-584,NO,1,7,6,5,8,5,4
GENE-585,NO,1,12,7,12,11,12,11
GENE-586,NO,1,0,0,0,0,0,0
GENE-587,NO,1,0,0,0,0,0,0
GENE-588,NO,1,0,0,0,0,0,0
GENE-589,NO,1,0,0,0,0,0,0
GENE-590,NO,1,0,0,0,0,0,0
GENE-591,NO,1,100,159,157,165,150,208
GENE-592,NO,1,0,0,0,0,0,0
GENE-593,NO,1,0,0,0,0,0,0
GENE-594,NO,1,0,0,0,0,0,0
GENE-595,NO,1,0,0,0,0,0,0
GENE-596,NO,1,0,0,0,0,0,0
GENE-597,NO,1,5,3,5,2,7,2
GENE-598,NO,1,0,0,0,0,0,0
GENE-599,NO,1,71,112,67,75,79,99
GENE-600,NO,1,0,6,5,0,37,9
GENE-601,NO,1,16,6,14,8,12,12
GENE-602,NO,1,3020,2050,1807,4413,1604,3673
GENE-603,NO,1,1127,1128,1087,893,1347,1321
GENE-604,NO,1,0,0,0,0,0,0
GENE-605,NO,1,0,0,0,1,1,0
GENE-606,NO,1,0,0,0,0,1,1
GENE-607,NO,1,0,0,0,0,0,0
GENE-608,NO,1,0,0,0,0,0,0
GENE-609,NO,1,5,3,6,0,0,0
GENE-610,NO,1,0,0,0,0,0,0
GENE-611,NO,1,8,3,5,10,8,9
GENE-612,NO,1,398,289,219,220,222,154
GENE-613,NO,1,0,0,0,0,0,0
GENE-614,NO,1,1387,1494,1662,1420,1412,1432
GENE-615,NO,1,0,0,0,0,0,0
GENE-616,NO,1,175,154,162,140,140,175
GENE-617,NO,1,0,0,0,0,0,0
GENE-618,NO,1,0,0,0,0,0,0
GENE-619,NO,1,0,0,0,0,0,0
GENE-620,NO,1,4,7,8,2,4,5
GENE-621,NO,1,0,0,0,0,0,0
GENE-622,NO,1,614,475,366,492,506,563
GENE-623,NO,1,34,52,27,37,50,30
GENE-624,NO,1,0,0,0,0,0,0
GENE-625,NO,1,0,0,0,0,0,0
GENE-626,NO,1,0,0,0,0,0,0
GENE-627,NO,1,0,0,0,0,0,0
GENE-628,NO,1,0,0,0,0,0,0
GENE-629,NO,1,0,0,0,0,0,0
GENE-630,NO,1,0,0,0,0,0,0
GENE-631,NO,1,0,0,0,0,0,0
GENE-632,NO,1,0,0,0,0,0,0
GENE-633,NO,1,0,0,0,0,0,0
GENE-634,NO,1,0,0,0,16,0,0
GENE-635,NO,1,14,5,10,13,20,3
GENE-636,NO,1,0,0,0,0,0,0
GENE-637,NO,1,0,0,0,0,0,0
GENE-638,NO,1,1122,1037,1246,1283,1159,1020
GENE-639,NO,1,0,0,0,0,0,0
GENE-640,YES,1,0,0,0,0,0,0
GENE-641,NO,1,0,0,0,0,0,0
GENE-642,NO,1,0,0,0,0,0,0
GENE-643,NO,1,0,0,0,0,0,0
GENE-644,NO,1,0,0,0,0,0,0
GENE-645,NO,1,0,0,0,0,0,0
GENE-646,NO,1,0,0,0,0,0,0
GENE-647,NO,1,0,0,0,0,0,0
GENE-648,NO,1,0,0,0,0,0,0
GENE-649,NO,1,0,0,0,0,0,0
GENE-650,NO,1,0,0,0,0,0,0
GENE-651,NO,1,0,0,0,0,0,0
GENE-652,NO,1,0,0,0,0,0,0
GENE-653,NO,1,0,0,0,0,0,0
GENE-654,NO,1,0,0,0,0,0,0
GENE-655,NO,1,0,0,0,0,0,0
GENE-656,NO,1,1,1,2,2,0,1
GENE-657,YES,1,0,0,0,0,0,0
GENE-658,NO,1,842,945,790,885,707,891
GENE-659,NO,1,0,0,0,0,0,0
GENE-660,NO,1,257,268,294,277,269,251
GENE-661,NO,1,0,0,0,0,0,0
GENE-662,NO,1,0,0,0,0,0,0
GENE-663,NO,1,0,3,2,2,3,1
GENE-664,NO,1,0,0,0,0,0,0
GENE-665,NO,1,0,0,0,0,0,0
GENE-666,NO,1,0,0,0,0,0,0
GENE-667,NO,1,0,0,0,0,0,0
GENE-668,NO,1,1,0,0,1,3,2
GENE-669,NO,1,0,0,0,0,0,0
GENE-670,NO,1,0,0,0,1,1,0
GENE-671,NO,1,0,0,0,0,0,0
GENE-672,NO,1,52,48,43,54,42,43
GENE-673,NO,1,0,0,1,0,1,0
GENE-674,NO,1,6,7,4,1,4,1
GENE-675,NO,1,43,43,34,47,49,38
GENE-676,NO,1,0,0,0,0,0,0
GENE-677,NO,1,0,0,0,0,0,0
GENE-678,NO,1,0,0,0,0,0,0
GENE-679,NO,1,0,0,0,0,0,0
GENE-680,NO,1,0,0,0,0,0,0
GENE-681,NO,1,219,230,210,173,246,322
GENE-682,NO,1,1414,922,1218,1344,1350,1227
GENE-683,NO,1,0,0,0,0,0,0
GENE-684,NO,1,0,0,0,0,0,0
GENE-685,NO,1,18,11,21,14,13,25
GENE-686,YES,1,0,0,0,0,0,0
GENE-687,NO,1,144,90,102,100,142,115
GENE-688,NO,1,0,0,0,0,0,0
GENE-689,NO,1,0,0,0,0,0,0
GENE-690,NO,1,0,0,0,0,0,0
GENE-691,NO,1,0,0,0,0,0,0
GENE-692,NO,1,0,0,0,0,0,0
GENE-693,NO,1,0,0,0,0,0,0
GENE-694,NO,1,0,0,0,0,0,0
GENE-695,NO,1,0,0,0,0,0,0
GENE-696,NO,1,337,375,534,598,661,572
GENE-697,NO,1,410,316,338,291,310,357
GENE-698,NO,1,0,0,0,0,0,0
GENE-699,NO,1,0,0,0,0,0,0
GENE-700,NO,1,14,17,22,25,11,25
GENE-701,NO,1,0,0,0,0,0,0
GENE-702,NO,1,0,0,0,0,0,0
GENE-703,NO,1,63,56,59,48,36,46
GENE-704,NO,1,225,123,189,231,241,348
GENE-705,YES,1,0,0,0,0,0,0
GENE-706,NO,1,0,0,0,0,0,0
GENE-707,NO,1,0,0,0,0,0,0
GENE-708,NO,1,0,0,0,0,0,0
GENE-709,NO,1,0,0,0,0,0,0
GENE-710,NO,1,245,297,279,199,262,254
GENE-711,NO,1,0,0,0,0,0,0
GENE-712,YES,1,0,0,0,0,0,0
GENE-713,NO,1,0,0,0,0,0,0
GENE-714,NO,1,0,0,0,0,0,0
GENE-715,NO,1,210,201,170,170,181,158
GENE-716,NO,1,709,786,733,666,809,593
GENE-717,NO,1,0,0,0,0,0,0
GENE-718,NO,1,57,75,38,63,60,50
GENE-719,NO,1,44,28,34,37,72,48
GENE-720,NO,1,0,0,0,0,0,0
GENE-721,NO,1,1,0,2,0,0,2
GENE-722,NO,1,0,0,0,0,0,0
GENE-723,NO,1,0,0,0,0,0,0
GENE-724,NO,1,0,0,0,0,0,0
GENE-725,NO,1,0,0,0,0,0,0
GENE-726,NO,1,1,3,10,0,0,3
GENE-727,NO,1,0,0,0,0,0,0
GENE-728,YES,1,0,0,0,0,0,0
GENE-729,NO,1,0,0,0,0,0,0
GENE-730,NO,1,0,0,0,0,0,0
GENE-731,NO,1,31,8,19,16,28,15
GENE-732,NO,1,0,0,0,0,0,0
GENE-733,NO,1,0,0,0,0,0,0
GENE-734,NO,1,67,61,50,72,75,62
GENE-735,NO,1,0,0,0,0,0,0
GENE-736,NO,1,234,1286,22,166,199,385
GENE-737,NO,1,718,863,547,1103,867,1599
GENE-738,NO,1,81,91,92,108,102,98
GENE-739,NO,1,0,0,0,0,0,0
GENE-740,NO,1,0,0,0,0,0,0
GENE-741,NO,1,18837,11291,21257,7366,19189,11516
GENE-742,NO,1,0,1,2,0,2,0
GENE-743,NO,1,0,0,0,0,0,0
GENE-744,NO,1,0,0,0,0,0,0
GENE-745,NO,1,0,0,0,0,0,0
GENE-746,NO,1,2,0,1,1,0,2
GENE-747,NO,1,28,48,53,41,63,35
GENE-748,NO,1,0,0,0,0,0,0
GENE-749,NO,1,0,0,0,0,0,0
GENE-750,NO,1,3,4,6,3,6,6
GENE-751,NO,1,0,0,0,0,0,0
GENE-752,NO,1,0,0,0,0,0,0
GENE-753,NO,1,31,14,20,13,14,13
GENE-754,NO,1,0,0,0,0,0,0
GENE-755,YES,1,0,0,0,0,0,0
GENE-756,NO,1,0,0,0,0,0,0
GENE-757,NO,1,1,2,2,2,4,0
GENE-758,NO,1,0,0,0,0,0,0
GENE-759,NO,1,22,19,29,21,26,18
GENE-760,NO,1,0,0,0,0,0,0
GENE-761,NO,1,954,324,458,489,286,510
GENE-762,NO,1,3,0,1,3,1,2
GENE-763,NO,1,0,0,0,0,0,0
GENE-764,NO,1,67,52,39,54,38,27
GENE-765,YES,1,0,0,0,0,0,0
GENE-766,NO,1,23,9,11,11,19,11
GENE-767,NO,1,1,1,0,0,0,0
GENE-768,NO,1,0,0,0,0,0,0
GENE-769,NO,1,0,0,0,0,0,0
GENE-770,NO,1,52,50,45,37,31,37
GENE-771,NO,1,0,0,0,0,0,0
GENE-772,NO,1,34,30,36,27,30,41
GENE-773,NO,1,0,0,0,0,0,0
GENE-774,NO,1,101,71,133,107,120,82
GENE-775,NO,1,200,132,161,184,155,168
GENE-776,NO,1,0,0,0,0,0,0
GENE-777,NO,1,0,0,0,0,0,0
GENE-778,NO,1,0,0,15,8,5,2
GENE-779,NO,1,359,51,80,178,12,253
GENE-780,NO,1,0,0,0,0,0,0
GENE-781,NO,1,0,0,0,0,0,0
GENE-782,YES,1,0,0,0,0,0,0
GENE-783,NO,1,0,0,0,0,0,0
GENE-784,YES,1,0,0,0,0,0,0
GENE-785,NO,1,301,583,589,464,598,551
GENE-786,YES,1,0,0,0,0,0,0
GENE-787,NO,1,277,247,217,305,266,218
GENE-788,NO,1,0,0,0,0,0,0
GENE-789,NO,1,0,0,0,0,0,0
GENE-790,NO,1,0,0,0,0,0,0
GENE-791,NO,1,0,0,0,0,0,0
GENE-792,NO,1,24,15,20,21,38,32
GENE-793,NO,1,0,0,0,0,0,0
GENE-794,NO,1,31,37,29,27,29,21
GENE-795,NO,1,7,5,2,1,6,0
GENE-796,NO,1,0,0,0,0,0,0
GENE-797,NO,1,567,436,409,265,502,408
GENE-798,NO,1,0,0,0,0,0,0
GENE-799,NO,1,0,0,0,0,0,0
GENE-800,NO,1,190,190,284,291,170,313
GENE-801,NO,1,0,0,0,0,0,0
GENE-802,NO,1,0,0,0,0,0,0
GENE-803,NO,1,1018,1107,865,811,1081,744
GENE-804,NO,1,0,0,0,0,0,0
GENE-805,NO,1,0,0,0,0,0,0
GENE-806,NO,1,0,0,0,0,0,0
GENE-807,NO,1,0,0,0,0,0,0
GENE-808,NO,1,0,0,0,0,0,0
GENE-809,NO,1,0,0,0,0,0,0
GENE-810,NO,1,0,0,0,0,0,0
GENE-811,NO,1,5,12,9,7,9,4
GENE-812,NO,1,2,1,1,0,0,0
GENE-813,NO,1,5,2,4,1,0,3
GENE-814,YES,1,0,0,0,0,0,0
GENE-815,NO,1,0,0,0,0,0,0
GENE-816,NO,1,0,0,0,0,0,0
GENE-817,NO,1,121,166,170,188,125,94
GENE-818,NO,1,0,0,0,0,0,0
GENE-819,NO,1,0,0,0,0,0,0
GENE-820,NO,1,0,0,0,0,0,0
GENE-821,NO,1,0,0,0,0,0,0
GENE-822,NO,1,383,293,307,444,231,485
GENE-823,NO,1,0,0,0,0,0,0
GENE-824,NO,1,0,0,0,0,0,0
GENE-825,NO,1,0,0,0,0,0,0
GENE-826,NO,1,0,0,0,0,0,0
GENE-827,NO,1,3,1,1,2,0,3
GENE-828,YES,1,0,0,0,0,0,0
GENE-829,NO,1,6,5,4,5,8,2
GENE-830,YES,1,1,1,3,8,1,11
GENE-831,NO,1,0,0,0,0,0,0
GENE-832,NO,1,0,0,0,0,0,0
GENE-833,YES,1,0,0,0,0,0,0
GENE-834,NO,1,0,0,0,0,0,0
GENE-835,NO,1,1374,1348,1316,1213,1204,1293
GENE-836,NO,1,0,0,0,0,0,0
GENE-837,NO,1,0,0,0,0,0,0
GENE-838,NO,1,0,0,0,0,0,0
GENE-839,NO,1,0,0,0,0,0,0
GENE-840,NO,1,0,0,0,0,0,0
GENE-841,NO,1,3,3,1,5,5,5
GENE-842,YES,1,0,0,0,0,0,0
GENE-843,NO,1,94,82,48,101,119,102
GENE-844,NO,1,0,0,0,0,0,0
GENE-845,NO,1,0,0,0,0,0,0
GENE-846,NO,1,0,0,0,0,0,1
GENE-847,NO,1,0,0,0,0,0,0
GENE-848,NO,1,11,17,9,14,13,12
GENE-849,NO,1,0,0,0,0,0,0
GENE-850,NO,1,0,0,0,0,0,0
GENE-851,NO,1,0,0,0,0,0,0
GENE-852,NO,1,0,0,2,0,0,1
GENE-853,NO,1,0,0,0,0,0,0
GENE-854,NO,1,0,0,0,0,0,0
GENE-855,NO,1,0,0,0,0,0,0
GENE-856,NO,1,1,0,0,2,1,0
GENE-857,NO,1,91,104,115,112,100,80
GENE-858,NO,1,2919,2046,2416,1839,1906,2205
GENE-859,NO,1,0,0,0,0,1,0
GENE-860,NO,1,0,0,0,0,0,0
GENE-861,NO,1,0,0,0,0,0,0
GENE-862,NO,1,0,0,0,0,0,0
GENE-863,NO,1,0,0,0,2,2,1
GENE-864,NO,1,0,0,0,0,0,0
GENE-865,NO,1,0,0,0,0,0,0
GENE-866,NO,1,0,0,0,0,0,0
GENE-867,NO,1,7,6,2,5,6,4
GENE-868,NO,1,9,1,5,4,7,4
GENE-869,NO,1,0,0,0,0,0,0
GENE-870,NO,1,1625,1614,2558,1875,1988,3588
GENE-871,NO,1,792,789,747,899,782,751
GENE-872,NO,1,0,0,0,0,0,0
GENE-873,NO,1,39,22,57,19,31,37
GENE-874,NO,1,4,2,3,7,7,2
GENE-875,NO,1,0,0,0,0,0,0
GENE-876,NO,1,0,0,0,0,0,0
GENE-877,NO,1,31,39,52,53,56,50
GENE-878,NO,1,0,0,0,0,0,0
GENE-879,NO,1,0,0,0,0,0,0
GENE-880,NO,1,2674,3591,3096,2932,2202,2373
GENE-881,NO,1,0,0,0,0,0,0
GENE-882,NO,1,365,404,291,324,222,171
GENE-883,YES,1,0,0,0,0,0,0
GENE-884,NO,1,0,0,0,0,0,0
GENE-885,NO,1,166,171,133,107,148,153
GENE-886,NO,1,0,0,0,0,0,0
GENE-887,YES,1,0,0,0,0,0,0
GENE-888,NO,1,0,0,0,0,0,0
GENE-889,NO,1,0,0,0,0,0,0
GENE-890,NO,1,0,0,0,0,0,0
GENE-891,NO,1,0,0,0,0,0,0
GENE-893,NO,1,1525,1464,1659,982,1176,1141
GENE-894,NO,1,26,49,27,13,37,40
GENE-895,NO,1,0,0,0,0,0,0
GENE-896,NO,1,184,190,147,16,24,147
GENE-897,NO,1,0,0,0,0,0,0
GENE-898,NO,1,0,0,0,0,0,0
GENE-899,NO,1,0,0,0,0,0,0
GENE-900,NO,1,0,0,0,0,0,0
GENE-901,NO,1,282,335,285,322,379,267
GENE-902,NO,1,1,1,0,0,0,0
GENE-903,NO,1,0,0,0,0,0,0
GENE-904,NO,1,0,0,0,0,0,0
GENE-905,NO,1,0,0,0,0,0,0
GENE-906,NO,1,0,0,0,0,0,0
GENE-907,NO,1,0,0,0,0,0,0
GENE-908,NO,1,189,261,261,253,204,166
GENE-909,NO,1,0,0,0,0,0,0
GENE-910,NO,1,0,0,0,0,0,0
GENE-911,NO,1,0,0,0,0,0,0
GENE-912,NO,1,5356,7407,6953,8247,7978,7238
GENE-913,NO,1,0,0,0,0,0,0
GENE-914,NO,1,0,0,0,0,0,0
GENE-915,NO,1,3,3,2,1,1,4
GENE-916,NO,1,0,0,0,0,0,0
GENE-917,NO,1,0,0,0,0,0,0
GENE-918,NO,1,2,0,1,0,0,1
GENE-919,NO,1,12,5,14,12,12,10
GENE-920,NO,1,0,0,0,0,0,0
